"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Deaths,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Melanoma of the Skin","25010","Oregon","41","2019","2019","Female","F","Non-Hispanic","2186-5",31,534831,6.0,4.1,8.6,1.1,5.8,3.9,8.2,1.0
,"Melanoma of the Skin","25010","Oregon","41","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2019","2019","Male","M","Hispanic","2135-2",0,20655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2019","2019","Male","M","Non-Hispanic","2186-5",53,459449,13.0,9.7,17.1,1.8,11.5,8.6,15.1,1.6
,"Melanoma of the Skin","25010","Oregon","41","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2020","2020","Female","F","Hispanic","2135-2",0,23570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2020","2020","Female","F","Non-Hispanic","2186-5",32,531510,6.1,4.1,8.6,1.1,6.0,4.1,8.5,1.1
,"Melanoma of the Skin","25010","Oregon","41","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2020","2020","Male","M","Non-Hispanic","2186-5",62,465126,15.3,11.6,19.7,2.0,13.3,10.2,17.1,1.7
,"Melanoma of the Skin","25010","Oregon","41","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2021","2021","Female","F","Hispanic","2135-2",0,25127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2021","2021","Female","F","Non-Hispanic","2186-5",24,541549,4.6,2.9,6.9,1.0,4.4,2.8,6.6,0.9
,"Melanoma of the Skin","25010","Oregon","41","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2021","2021","Male","M","Non-Hispanic","2186-5",91,473126,21.6,17.3,26.7,2.3,19.2,15.5,23.6,2.0
,"Melanoma of the Skin","25010","Oregon","41","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Female","F","Hispanic","2135-2",0,26714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Female","F","Non-Hispanic","2186-5",42,547234,8.3,6.0,11.2,1.3,7.7,5.5,10.4,1.2
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Male","M","Hispanic","2135-2",0,26279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Male","M","Non-Hispanic","2186-5",71,476536,17.2,13.3,21.8,2.1,14.9,11.6,18.8,1.8
,"Melanoma of the Skin","25010","Oregon","41","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Female","F","Hispanic","2135-2",0,28392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Female","F","Non-Hispanic","2186-5",36,553444,6.7,4.7,9.3,1.1,6.5,4.6,9.0,1.1
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Male","M","Hispanic","2135-2",0,28008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Male","M","Non-Hispanic","2186-5",79,480552,18.0,14.2,22.6,2.1,16.4,13.0,20.5,1.8
,"Melanoma of the Skin","25010","Oregon","41","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2018","2018","Female","F","Hispanic","2135-2",0,45662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2018","2018","Female","F","Non-Hispanic","2186-5",102,1726324,6.0,4.9,7.3,0.6,5.9,4.8,7.2,0.6
,"Melanoma of the Skin","25010","Pennsylvania","42","2018","2018","Male","M","Hispanic","2135-2",0,38165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2018","2018","Male","M","Non-Hispanic","2186-5",222,1413515,17.5,15.2,20.0,1.2,15.7,13.7,17.9,1.1
,"Melanoma of the Skin","25010","Pennsylvania","42","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2019","2019","Female","F","Non-Hispanic","2186-5",104,1757320,5.9,4.8,7.1,0.6,5.9,4.8,7.2,0.6
,"Melanoma of the Skin","25010","Pennsylvania","42","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2019","2019","Male","M","Hispanic","2135-2",0,40612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2019","2019","Male","M","Non-Hispanic","2186-5",221,1443114,17.2,15.0,19.7,1.2,15.3,13.4,17.5,1.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2020","2020","Female","F","Non-Hispanic","2186-5",139,1758463,8.0,6.7,9.5,0.7,7.9,6.6,9.3,0.7
,"Melanoma of the Skin","25010","Pennsylvania","42","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2020","2020","Male","M","Hispanic","2135-2",0,44337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2020","2020","Male","M","Non-Hispanic","2186-5",193,1482877,15.1,13.0,17.4,1.1,13.0,11.2,15.0,0.9
,"Melanoma of the Skin","25010","Pennsylvania","42","2021","2021","Female","F","Hispanic","2135-2",0,54757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2021","2021","Female","F","Non-Hispanic","2186-5",123,1781597,7.0,5.8,8.4,0.6,6.9,5.7,8.2,0.6
,"Melanoma of the Skin","25010","Pennsylvania","42","2021","2021","Male","M","Non-Hispanic","2186-5",201,1505179,15.3,13.2,17.6,1.1,13.4,11.6,15.3,0.9
,"Melanoma of the Skin","25010","Pennsylvania","42","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2022","2022","Female","F","Non-Hispanic","2186-5",97,1802359,5.5,4.5,6.8,0.6,5.4,4.4,6.6,0.5
,"Melanoma of the Skin","25010","Pennsylvania","42","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2022","2022","Male","M","Hispanic","2135-2",0,49814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2022","2022","Male","M","Non-Hispanic","2186-5",200,1523702,15.2,13.1,17.5,1.1,13.1,11.4,15.1,0.9
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Female","F","Hispanic","2135-2",0,62059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Female","F","Non-Hispanic","2186-5",103,1826881,5.7,4.6,6.9,0.6,5.6,4.6,6.8,0.6
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Male","M","Hispanic","2135-2",0,53154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Male","M","Non-Hispanic","2186-5",209,1547707,15.6,13.5,17.9,1.1,13.5,11.7,15.5,0.9
,"Melanoma of the Skin","25010","Pennsylvania","42","2023","2023","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2018","2018","Female","F","Hispanic","2135-2",0,8534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2018","2018","Female","F","Non-Hispanic","2186-5",16,132581,12.9,7.3,21.2,3.3,12.1,6.9,19.6,3.0
,"Melanoma of the Skin","25010","Rhode Island","44","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2018","2018","Male","M","Non-Hispanic","2186-5",18,106573,19.8,11.7,31.4,4.7,16.9,10.0,26.7,4.0
,"Melanoma of the Skin","25010","Rhode Island","44","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2019","2019","Female","F","Hispanic","2135-2",0,9041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2019","2019","Male","M","Hispanic","2135-2",0,7130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2019","2019","Male","M","Non-Hispanic","2186-5",20,108990,22.4,13.6,34.6,5.1,18.4,11.2,28.3,4.1
,"Melanoma of the Skin","25010","Rhode Island","44","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2020","2020","Female","F","Hispanic","2135-2",0,9762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2020","2020","Male","M","Hispanic","2135-2",0,7853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2021","2021","Female","F","Hispanic","2135-2",0,10312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2021","2021","Male","M","Hispanic","2135-2",0,8261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2022","2022","Female","F","Hispanic","2135-2",0,10873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2022","2022","Male","M","Hispanic","2135-2",0,8803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2023","2023","Female","F","Hispanic","2135-2",0,11525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","Rhode Island","44","2023","2023","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","Rhode Island","44","2023","2023","Male","M","Hispanic","2135-2",0,9441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2018","2018","Female","F","Hispanic","2135-2",0,11383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2018","2018","Female","F","Non-Hispanic","2186-5",40,667435,6.5,4.6,8.8,1.0,6.0,4.3,8.2,0.9
,"Melanoma of the Skin","25010","South Carolina","45","2018","2018","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2018","2018","Male","M","Non-Hispanic","2186-5",67,545417,14.2,10.9,18.2,1.8,12.3,9.5,15.6,1.5
,"Melanoma of the Skin","25010","South Carolina","45","2018","2018","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Female","F","Hispanic","2135-2",0,12390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Female","F","Non-Hispanic","2186-5",31,690244,4.8,3.3,6.9,0.9,4.5,3.1,6.4,0.8
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Male","M","Hispanic","2135-2",0,11302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Male","M","Non-Hispanic","2186-5",71,563806,14.3,11.1,18.1,1.7,12.6,9.8,15.9,1.5
,"Melanoma of the Skin","25010","South Carolina","45","2019","2019","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Female","F","Hispanic","2135-2",0,14619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Female","F","Non-Hispanic","2186-5",37,677256,5.6,3.9,7.7,0.9,5.5,3.8,7.5,0.9
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Male","M","Hispanic","2135-2",0,13866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Male","M","Non-Hispanic","2186-5",69,564052,13.7,10.6,17.5,1.7,12.2,9.5,15.5,1.5
,"Melanoma of the Skin","25010","South Carolina","45","2020","2020","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Female","F","Hispanic","2135-2",0,15842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Female","F","Non-Hispanic","2186-5",34,696778,5.2,3.6,7.3,0.9,4.9,3.4,6.8,0.8
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Male","M","Hispanic","2135-2",0,14968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Male","M","Non-Hispanic","2186-5",84,579624,18.2,14.3,22.7,2.1,14.5,11.6,17.9,1.6
,"Melanoma of the Skin","25010","South Carolina","45","2021","2021","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Female","F","Hispanic","2135-2",0,17469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Female","F","Non-Hispanic","2186-5",31,719601,4.7,3.2,6.7,0.9,4.3,2.9,6.1,0.8
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Female","F","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Male","M","Hispanic","2135-2",0,16382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Male","M","Non-Hispanic","2186-5",86,598117,18.0,14.2,22.4,2.0,14.4,11.5,17.8,1.6
,"Melanoma of the Skin","25010","South Carolina","45","2022","2022","Male","M","Unknown or Missing","UNK",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
,"Melanoma of the Skin","25010","South Carolina","45","2023","2023","Female","F","Non-Hispanic","2186-5",45,743211,6.6,4.8,8.8,1.0,6.1,4.4,8.1,0.9
