"Notes","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code","Year","Year Code","Sex","Sex Code","Ethnicity","Ethnicity Code",Count,Population,Age-Adjusted Rate,Age-Adjusted Rate Lower 95% Confidence Interval,Age-Adjusted Rate Upper 95% Confidence Interval,Age-Adjusted Rate Standard Error,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"Melanoma of the Skin","25010","Florida","12","2008","2008","Male","M","Non-Hispanic","2186-5",2095,1654350,129.6,124.1,135.3,2.8,126.6,121.3,132.2,2.8
,"Melanoma of the Skin","25010","Florida","12","2009","2009","Female","F","Hispanic","2135-2",40,331468,11.9,8.5,16.3,1.9,12.1,8.6,16.4,1.9
,"Melanoma of the Skin","25010","Florida","12","2009","2009","Female","F","Non-Hispanic","2186-5",1021,2030279,50.4,47.4,53.6,1.6,50.3,47.3,53.5,1.6
,"Melanoma of the Skin","25010","Florida","12","2009","2009","Male","M","Hispanic","2135-2",65,245082,27.6,21.2,35.4,3.5,26.5,20.5,33.8,3.3
,"Melanoma of the Skin","25010","Florida","12","2009","2009","Male","M","Non-Hispanic","2186-5",2117,1694405,128.2,122.8,133.8,2.8,124.9,119.7,130.4,2.7
,"Melanoma of the Skin","25010","Florida","12","2010","2010","Female","F","Hispanic","2135-2",45,347892,13.1,9.6,17.6,2.0,12.9,9.4,17.3,1.9
,"Melanoma of the Skin","25010","Florida","12","2010","2010","Female","F","Non-Hispanic","2186-5",956,2074594,46.3,43.4,49.3,1.5,46.1,43.2,49.1,1.5
,"Melanoma of the Skin","25010","Florida","12","2010","2010","Male","M","Hispanic","2135-2",62,257387,25.8,19.7,33.3,3.3,24.1,18.5,30.9,3.1
,"Melanoma of the Skin","25010","Florida","12","2010","2010","Male","M","Non-Hispanic","2186-5",2109,1738454,125.3,120.0,130.8,2.7,121.3,116.2,126.6,2.6
,"Melanoma of the Skin","25010","Florida","12","2011","2011","Female","F","Hispanic","2135-2",50,363965,14.0,10.4,18.5,2.0,13.7,10.2,18.1,1.9
,"Melanoma of the Skin","25010","Florida","12","2011","2011","Female","F","Non-Hispanic","2186-5",1213,2116248,57.9,54.6,61.3,1.7,57.3,54.1,60.6,1.6
,"Melanoma of the Skin","25010","Florida","12","2011","2011","Male","M","Hispanic","2135-2",64,269589,25.6,19.7,32.8,3.2,23.7,18.3,30.3,3.0
,"Melanoma of the Skin","25010","Florida","12","2011","2011","Male","M","Non-Hispanic","2186-5",2649,1782505,153.8,147.9,159.8,3.0,148.6,143.0,154.4,2.9
,"Melanoma of the Skin","25010","Florida","12","2012","2012","Female","F","Hispanic","2135-2",52,380492,13.7,10.2,18.0,1.9,13.7,10.2,17.9,1.9
,"Melanoma of the Skin","25010","Florida","12","2012","2012","Female","F","Non-Hispanic","2186-5",1200,2162484,55.4,52.3,58.6,1.6,55.5,52.4,58.7,1.6
,"Melanoma of the Skin","25010","Florida","12","2012","2012","Male","M","Hispanic","2135-2",82,282353,31.7,25.1,39.5,3.6,29.0,23.1,36.0,3.2
,"Melanoma of the Skin","25010","Florida","12","2012","2012","Male","M","Non-Hispanic","2186-5",2784,1828815,157.1,151.3,163.1,3.0,152.2,146.6,158.0,2.9
,"Melanoma of the Skin","25010","Florida","12","2013","2013","Female","F","Hispanic","2135-2",65,398992,16.2,12.5,20.6,2.0,16.3,12.6,20.8,2.0
,"Melanoma of the Skin","25010","Florida","12","2013","2013","Female","F","Non-Hispanic","2186-5",1468,2209894,66.6,63.2,70.1,1.8,66.4,63.1,69.9,1.7
,"Melanoma of the Skin","25010","Florida","12","2013","2013","Male","M","Hispanic","2135-2",100,296548,35.1,28.5,42.8,3.6,33.7,27.4,41.0,3.4
,"Melanoma of the Skin","25010","Florida","12","2013","2013","Male","M","Non-Hispanic","2186-5",3018,1876944,166.0,160.1,172.0,3.0,160.8,155.1,166.6,2.9
,"Melanoma of the Skin","25010","Florida","12","2014","2014","Female","F","Hispanic","2135-2",49,419644,11.6,8.6,15.4,1.7,11.7,8.6,15.4,1.7
,"Melanoma of the Skin","25010","Florida","12","2014","2014","Female","F","Non-Hispanic","2186-5",1460,2268315,64.7,61.4,68.1,1.7,64.4,61.1,67.8,1.7
,"Melanoma of the Skin","25010","Florida","12","2014","2014","Male","M","Hispanic","2135-2",104,312315,36.9,30.1,44.9,3.7,33.3,27.2,40.3,3.3
,"Melanoma of the Skin","25010","Florida","12","2014","2014","Male","M","Non-Hispanic","2186-5",3233,1933318,173.4,167.5,179.6,3.1,167.2,161.5,173.1,2.9
,"Melanoma of the Skin","25010","Florida","12","2015","2015","Female","F","Hispanic","2135-2",58,441954,13.3,10.1,17.2,1.7,13.1,10.0,17.0,1.7
,"Melanoma of the Skin","25010","Florida","12","2015","2015","Female","F","Non-Hispanic","2186-5",1608,2332125,69.6,66.2,73.1,1.7,68.9,65.6,72.4,1.7
,"Melanoma of the Skin","25010","Florida","12","2015","2015","Male","M","Hispanic","2135-2",104,329780,33.0,26.9,40.1,3.3,31.5,25.8,38.2,3.1
,"Melanoma of the Skin","25010","Florida","12","2015","2015","Male","M","Non-Hispanic","2186-5",3504,1996038,181.7,175.7,187.8,3.1,175.5,169.8,181.5,3.0
,"Melanoma of the Skin","25010","Florida","12","2016","2016","Female","F","Hispanic","2135-2",81,465048,17.2,13.7,21.4,1.9,17.4,13.8,21.6,1.9
,"Melanoma of the Skin","25010","Florida","12","2016","2016","Female","F","Non-Hispanic","2186-5",1655,2399972,69.4,66.0,72.8,1.7,69.0,65.7,72.4,1.7
,"Melanoma of the Skin","25010","Florida","12","2016","2016","Male","M","Hispanic","2135-2",106,348422,32.5,26.6,39.5,3.2,30.4,24.9,36.8,3.0
,"Melanoma of the Skin","25010","Florida","12","2016","2016","Male","M","Non-Hispanic","2186-5",3479,2061068,174.2,168.4,180.1,3.0,168.8,163.2,174.5,2.9
,"Melanoma of the Skin","25010","Florida","12","2017","2017","Female","F","Hispanic","2135-2",76,488670,16.2,12.7,20.2,1.9,15.6,12.3,19.5,1.8
,"Melanoma of the Skin","25010","Florida","12","2017","2017","Female","F","Non-Hispanic","2186-5",1832,2464465,74.7,71.3,78.2,1.8,74.3,71.0,77.8,1.7
,"Melanoma of the Skin","25010","Florida","12","2017","2017","Male","M","Hispanic","2135-2",84,367783,24.6,19.6,30.6,2.7,22.8,18.2,28.3,2.5
,"Melanoma of the Skin","25010","Florida","12","2017","2017","Male","M","Non-Hispanic","2186-5",3747,2121797,182.1,176.3,188.0,3.0,176.6,171.0,182.3,2.9
,"Melanoma of the Skin","25010","Florida","12","2018","2018","Female","F","Hispanic","2135-2",68,511752,13.5,10.5,17.2,1.6,13.3,10.3,16.8,1.6
,"Melanoma of the Skin","25010","Florida","12","2018","2018","Female","F","Non-Hispanic","2186-5",1863,2521328,74.1,70.8,77.6,1.7,73.9,70.6,77.3,1.7
,"Melanoma of the Skin","25010","Florida","12","2018","2018","Male","M","Hispanic","2135-2",104,386839,27.9,22.7,33.9,2.8,26.9,22.0,32.6,2.6
,"Melanoma of the Skin","25010","Florida","12","2018","2018","Male","M","Non-Hispanic","2186-5",3783,2177178,178.8,173.1,184.6,2.9,173.8,168.3,179.4,2.8
,"Melanoma of the Skin","25010","Florida","12","2019","2019","Female","F","Hispanic","2135-2",78,533404,14.6,11.5,18.2,1.7,14.6,11.6,18.3,1.7
,"Melanoma of the Skin","25010","Florida","12","2019","2019","Female","F","Non-Hispanic","2186-5",1907,2583305,73.7,70.4,77.1,1.7,73.8,70.5,77.2,1.7
,"Melanoma of the Skin","25010","Florida","12","2019","2019","Male","M","Hispanic","2135-2",112,405816,29.6,24.3,35.7,2.8,27.6,22.7,33.2,2.6
,"Melanoma of the Skin","25010","Florida","12","2019","2019","Male","M","Non-Hispanic","2186-5",3862,2235770,177.3,171.7,183.0,2.9,172.7,167.3,178.3,2.8
,"Melanoma of the Skin","25010","Florida","12","2020","2020","Female","F","Hispanic","2135-2",89,558155,16.1,12.9,19.9,1.7,15.9,12.8,19.6,1.7
,"Melanoma of the Skin","25010","Florida","12","2020","2020","Female","F","Non-Hispanic","2186-5",1895,2650014,71.7,68.5,75.1,1.7,71.5,68.3,74.8,1.6
,"Melanoma of the Skin","25010","Florida","12","2020","2020","Male","M","Hispanic","2135-2",114,428463,27.8,22.8,33.5,2.7,26.6,21.9,32.0,2.5
,"Melanoma of the Skin","25010","Florida","12","2020","2020","Male","M","Non-Hispanic","2186-5",3680,2298181,163.8,158.5,169.2,2.7,160.1,155.0,165.4,2.6
,"Melanoma of the Skin","25010","Florida","12","2021","2021","Female","F","Hispanic","2135-2",92,580752,16.3,13.1,20.0,1.7,15.8,12.8,19.4,1.7
,"Melanoma of the Skin","25010","Florida","12","2021","2021","Female","F","Non-Hispanic","2186-5",2060,2716217,76.2,72.9,79.6,1.7,75.8,72.6,79.2,1.7
,"Melanoma of the Skin","25010","Florida","12","2021","2021","Male","M","Hispanic","2135-2",109,448383,27.2,22.3,33.0,2.7,24.3,20.0,29.3,2.3
,"Melanoma of the Skin","25010","Florida","12","2021","2021","Male","M","Non-Hispanic","2186-5",4060,2357410,176.3,170.9,181.8,2.8,172.2,167.0,177.6,2.7
,"Melanoma of the Skin","25010","Florida","12","2022","2022","Female","F","Hispanic","2135-2",88,608702,14.6,11.7,18.1,1.6,14.5,11.6,17.8,1.5
,"Melanoma of the Skin","25010","Florida","12","2022","2022","Female","F","Non-Hispanic","2186-5",2172,2785106,77.9,74.6,81.2,1.7,78.0,74.7,81.3,1.7
,"Melanoma of the Skin","25010","Florida","12","2022","2022","Male","M","Hispanic","2135-2",97,473423,22.5,18.1,27.6,2.3,20.5,16.6,25.0,2.1
,"Melanoma of the Skin","25010","Florida","12","2022","2022","Male","M","Non-Hispanic","2186-5",4408,2418550,185.7,180.3,191.3,2.8,182.3,176.9,187.7,2.7
,"Melanoma of the Skin","25010","Georgia","13","1999","1999","Female","F","Non-Hispanic","2186-5",149,613470,24.1,20.4,28.3,2.0,24.3,20.5,28.5,2.0
,"Melanoma of the Skin","25010","Georgia","13","1999","1999","Male","M","Non-Hispanic","2186-5",278,434889,66.5,58.6,75.2,4.2,63.9,56.6,71.9,3.8
,"Melanoma of the Skin","25010","Georgia","13","2000","2000","Female","F","Non-Hispanic","2186-5",209,619917,33.8,29.4,38.7,2.3,33.7,29.3,38.6,2.3
,"Melanoma of the Skin","25010","Georgia","13","2000","2000","Male","M","Non-Hispanic","2186-5",338,443388,78.9,70.4,88.1,4.4,76.2,68.3,84.8,4.1
,"Melanoma of the Skin","25010","Georgia","13","2001","2001","Female","F","Non-Hispanic","2186-5",204,629189,32.4,28.1,37.2,2.3,32.4,28.1,37.2,2.3
,"Melanoma of the Skin","25010","Georgia","13","2001","2001","Male","M","Non-Hispanic","2186-5",384,454916,89.2,80.1,98.9,4.7,84.4,76.2,93.3,4.3
,"Melanoma of the Skin","25010","Georgia","13","2002","2002","Female","F","Non-Hispanic","2186-5",228,641018,35.5,31.0,40.4,2.4,35.6,31.1,40.5,2.4
,"Melanoma of the Skin","25010","Georgia","13","2002","2002","Male","M","Non-Hispanic","2186-5",449,468172,100.5,91.0,110.6,4.9,95.9,87.2,105.2,4.5
,"Melanoma of the Skin","25010","Georgia","13","2003","2003","Female","F","Non-Hispanic","2186-5",233,657659,35.6,31.2,40.5,2.3,35.4,31.0,40.3,2.3
,"Melanoma of the Skin","25010","Georgia","13","2003","2003","Male","M","Non-Hispanic","2186-5",493,486684,108.0,98.3,118.5,5.1,101.3,92.6,110.6,4.6
,"Melanoma of the Skin","25010","Georgia","13","2004","2004","Female","F","Non-Hispanic","2186-5",256,672248,38.3,33.7,43.3,2.4,38.1,33.6,43.0,2.4
,"Melanoma of the Skin","25010","Georgia","13","2004","2004","Male","M","Non-Hispanic","2186-5",495,502184,104.0,94.7,114.1,4.9,98.6,90.1,107.6,4.4
,"Melanoma of the Skin","25010","Georgia","13","2005","2005","Female","F","Non-Hispanic","2186-5",255,692665,37.4,32.9,42.3,2.4,36.8,32.4,41.6,2.3
,"Melanoma of the Skin","25010","Georgia","13","2005","2005","Male","M","Non-Hispanic","2186-5",565,522378,114.7,105.1,125.0,5.0,108.2,99.4,117.5,4.6
,"Melanoma of the Skin","25010","Georgia","13","2006","2006","Female","F","Non-Hispanic","2186-5",286,719364,40.4,35.9,45.4,2.4,39.8,35.3,44.6,2.4
,"Melanoma of the Skin","25010","Georgia","13","2006","2006","Male","M","Non-Hispanic","2186-5",558,546415,110.3,101.0,120.3,4.9,102.1,93.8,111.0,4.3
,"Melanoma of the Skin","25010","Georgia","13","2007","2007","Female","F","Non-Hispanic","2186-5",313,752860,42.4,37.8,47.4,2.4,41.6,37.1,46.4,2.3
,"Melanoma of the Skin","25010","Georgia","13","2007","2007","Male","M","Non-Hispanic","2186-5",582,578694,110.2,101.0,120.0,4.8,100.6,92.6,109.1,4.2
,"Melanoma of the Skin","25010","Georgia","13","2008","2008","Female","F","Non-Hispanic","2186-5",316,783133,40.5,36.1,45.3,2.3,40.4,36.0,45.1,2.3
,"Melanoma of the Skin","25010","Georgia","13","2008","2008","Male","M","Non-Hispanic","2186-5",708,608124,127.7,118.0,138.0,5.0,116.4,108.0,125.3,4.4
,"Melanoma of the Skin","25010","Georgia","13","2009","2009","Female","F","Non-Hispanic","2186-5",329,814293,41.5,37.1,46.3,2.3,40.4,36.2,45.0,2.2
,"Melanoma of the Skin","25010","Georgia","13","2009","2009","Male","M","Non-Hispanic","2186-5",727,635653,126.2,116.7,136.2,4.9,114.4,106.2,123.0,4.2
,"Melanoma of the Skin","25010","Georgia","13","2010","2010","Female","F","Non-Hispanic","2186-5",413,844507,49.8,45.1,55.0,2.5,48.9,44.3,53.9,2.4
,"Melanoma of the Skin","25010","Georgia","13","2010","2010","Male","M","Non-Hispanic","2186-5",762,663473,128.2,118.8,138.2,4.9,114.9,106.8,123.3,4.2
,"Melanoma of the Skin","25010","Georgia","13","2011","2011","Female","F","Non-Hispanic","2186-5",387,871539,46.1,41.6,51.1,2.4,44.4,40.1,49.1,2.3
,"Melanoma of the Skin","25010","Georgia","13","2011","2011","Male","M","Non-Hispanic","2186-5",814,688900,134.2,124.6,144.2,5.0,118.2,110.2,126.6,4.1
,"Melanoma of the Skin","25010","Georgia","13","2012","2012","Female","F","Non-Hispanic","2186-5",424,900007,48.6,44.0,53.5,2.4,47.1,42.7,51.8,2.3
,"Melanoma of the Skin","25010","Georgia","13","2012","2012","Male","M","Non-Hispanic","2186-5",987,715526,152.1,142.2,162.4,5.1,137.9,129.5,146.8,4.4
,"Melanoma of the Skin","25010","Georgia","13","2013","2013","Female","F","Non-Hispanic","2186-5",449,927928,49.7,45.2,54.7,2.4,48.4,44.0,53.1,2.3
,"Melanoma of the Skin","25010","Georgia","13","2013","2013","Male","M","Non-Hispanic","2186-5",1028,741405,158.0,147.9,168.5,5.2,138.7,130.3,147.4,4.3
,"Melanoma of the Skin","25010","Georgia","13","2014","2014","Female","F","Non-Hispanic","2186-5",528,958126,56.7,51.9,61.9,2.5,55.1,50.5,60.0,2.4
,"Melanoma of the Skin","25010","Georgia","13","2014","2014","Male","M","Non-Hispanic","2186-5",1127,768968,165.2,155.2,175.7,5.2,146.6,138.1,155.4,4.4
,"Melanoma of the Skin","25010","Georgia","13","2015","2015","Female","F","Non-Hispanic","2186-5",572,989240,59.5,54.6,64.7,2.5,57.8,53.2,62.8,2.4
,"Melanoma of the Skin","25010","Georgia","13","2015","2015","Male","M","Non-Hispanic","2186-5",1159,797276,164.1,154.3,174.4,5.1,145.4,137.1,154.0,4.3
,"Melanoma of the Skin","25010","Georgia","13","2016","2016","Female","F","Non-Hispanic","2186-5",564,1020438,56.4,51.8,61.4,2.4,55.3,50.8,60.0,2.3
,"Melanoma of the Skin","25010","Georgia","13","2016","2016","Male","M","Non-Hispanic","2186-5",1151,824990,154.7,145.4,164.5,4.8,139.5,131.6,147.8,4.1
,"Melanoma of the Skin","25010","Georgia","13","2017","2017","Female","F","Non-Hispanic","2186-5",564,1051726,54.4,49.9,59.1,2.3,53.6,49.3,58.2,2.3
,"Melanoma of the Skin","25010","Georgia","13","2017","2017","Male","M","Non-Hispanic","2186-5",1246,853632,163.7,154.3,173.6,4.9,146.0,138.0,154.3,4.1
,"Melanoma of the Skin","25010","Georgia","13","2018","2018","Female","F","Non-Hispanic","2186-5",649,1081830,61.8,57.1,66.9,2.5,60.0,55.5,64.8,2.4
,"Melanoma of the Skin","25010","Georgia","13","2018","2018","Male","M","Non-Hispanic","2186-5",1192,881336,151.1,142.2,160.4,4.6,135.2,127.7,143.2,3.9
,"Melanoma of the Skin","25010","Georgia","13","2019","2019","Female","F","Non-Hispanic","2186-5",656,1113623,59.6,55.0,64.4,2.4,58.9,54.5,63.6,2.3
,"Melanoma of the Skin","25010","Georgia","13","2019","2019","Male","M","Non-Hispanic","2186-5",1196,909246,147.8,139.2,156.9,4.5,131.5,124.2,139.2,3.8
,"Melanoma of the Skin","25010","Georgia","13","2020","2020","Female","F","Non-Hispanic","2186-5",552,1144379,49.3,45.2,53.6,2.1,48.2,44.3,52.4,2.1
,"Melanoma of the Skin","25010","Georgia","13","2020","2020","Male","M","Non-Hispanic","2186-5",1033,937133,121.8,114.2,129.9,4.0,110.2,103.6,117.2,3.4
,"Melanoma of the Skin","25010","Georgia","13","2021","2021","Female","F","Non-Hispanic","2186-5",663,1172627,58.1,53.7,62.8,2.3,56.5,52.3,61.0,2.2
,"Melanoma of the Skin","25010","Georgia","13","2021","2021","Male","M","Non-Hispanic","2186-5",1284,959687,150.2,141.7,159.1,4.4,133.8,126.6,141.3,3.7
,"Melanoma of the Skin","25010","Georgia","13","2022","2022","Female","F","Non-Hispanic","2186-5",713,1203493,61.0,56.6,65.7,2.3,59.2,55.0,63.8,2.2
,"Melanoma of the Skin","25010","Georgia","13","2022","2022","Male","M","Non-Hispanic","2186-5",1346,984723,152.6,144.2,161.4,4.3,136.7,129.5,144.2,3.7
,"Melanoma of the Skin","25010","Hawaii","15","1999","1999","Female","F","Non-Hispanic","2186-5",26,108642,23.4,15.3,34.3,4.6,23.9,15.6,35.1,4.7
,"Melanoma of the Skin","25010","Hawaii","15","1999","1999","Male","M","Non-Hispanic","2186-5",56,90182,63.3,47.8,82.3,8.5,62.1,46.9,80.6,8.3
,"Melanoma of the Skin","25010","Hawaii","15","2000","2000","Female","F","Non-Hispanic","2186-5",26,110894,23.3,15.2,34.2,4.6,23.4,15.3,34.4,4.6
,"Melanoma of the Skin","25010","Hawaii","15","2000","2000","Male","M","Non-Hispanic","2186-5",80,91519,87.3,69.2,108.8,9.8,87.4,69.3,108.8,9.8
,"Melanoma of the Skin","25010","Hawaii","15","2001","2001","Female","F","Non-Hispanic","2186-5",31,113047,27.3,18.5,38.7,4.9,27.4,18.6,38.9,4.9
,"Melanoma of the Skin","25010","Hawaii","15","2001","2001","Male","M","Non-Hispanic","2186-5",50,92917,54.1,40.1,71.3,7.7,53.8,39.9,70.9,7.6
,"Melanoma of the Skin","25010","Hawaii","15","2002","2002","Female","F","Non-Hispanic","2186-5",40,115187,34.2,24.4,46.6,5.4,34.7,24.8,47.3,5.5
,"Melanoma of the Skin","25010","Hawaii","15","2002","2002","Male","M","Non-Hispanic","2186-5",74,94814,78.2,61.3,98.2,9.1,78.0,61.3,98.0,9.1
,"Melanoma of the Skin","25010","Hawaii","15","2003","2003","Female","F","Non-Hispanic","2186-5",37,118007,30.2,21.2,41.7,5.0,31.4,22.1,43.2,5.2
,"Melanoma of the Skin","25010","Hawaii","15","2003","2003","Male","M","Non-Hispanic","2186-5",73,96916,75.6,59.2,95.1,8.9,75.3,59.0,94.7,8.8
,"Melanoma of the Skin","25010","Hawaii","15","2004","2004","Female","F","Non-Hispanic","2186-5",49,121633,39.9,29.5,52.8,5.7,40.3,29.8,53.3,5.8
,"Melanoma of the Skin","25010","Hawaii","15","2004","2004","Male","M","Non-Hispanic","2186-5",95,99839,95.2,76.9,116.5,9.8,95.2,77.0,116.3,9.8
,"Melanoma of the Skin","25010","Hawaii","15","2005","2005","Female","F","Non-Hispanic","2186-5",40,125301,31.5,22.5,43.0,5.0,31.9,22.8,43.5,5.0
,"Melanoma of the Skin","25010","Hawaii","15","2005","2005","Male","M","Non-Hispanic","2186-5",106,103258,102.6,83.9,124.3,10.0,102.7,84.0,124.2,10.0
,"Melanoma of the Skin","25010","Hawaii","15","2006","2006","Female","F","Non-Hispanic","2186-5",39,128455,29.1,20.6,39.9,4.7,30.4,21.6,41.5,4.9
,"Melanoma of the Skin","25010","Hawaii","15","2006","2006","Male","M","Non-Hispanic","2186-5",126,105978,117.7,97.9,140.4,10.6,118.9,99.0,141.6,10.6
,"Melanoma of the Skin","25010","Hawaii","15","2007","2007","Female","F","Non-Hispanic","2186-5",41,132092,31.3,22.4,42.5,4.9,31.0,22.3,42.1,4.8
,"Melanoma of the Skin","25010","Hawaii","15","2007","2007","Male","M","Non-Hispanic","2186-5",85,109802,80.2,63.9,99.4,8.8,77.4,61.8,95.7,8.4
,"Melanoma of the Skin","25010","Hawaii","15","2008","2008","Female","F","Non-Hispanic","2186-5",52,136862,36.5,27.2,48.0,5.1,38.0,28.4,49.8,5.3
,"Melanoma of the Skin","25010","Hawaii","15","2008","2008","Male","M","Non-Hispanic","2186-5",112,114235,101.1,82.9,122.0,9.7,98.0,80.7,118.0,9.3
,"Melanoma of the Skin","25010","Hawaii","15","2009","2009","Female","F","Non-Hispanic","2186-5",47,141261,33.4,24.5,44.6,4.9,33.3,24.4,44.2,4.9
,"Melanoma of the Skin","25010","Hawaii","15","2009","2009","Male","M","Non-Hispanic","2186-5",117,118697,100.4,82.7,120.9,9.5,98.6,81.5,118.1,9.1
,"Melanoma of the Skin","25010","Hawaii","15","2010","2010","Female","F","Non-Hispanic","2186-5",58,146453,39.5,29.8,51.3,5.3,39.6,30.1,51.2,5.2
,"Melanoma of the Skin","25010","Hawaii","15","2010","2010","Male","M","Non-Hispanic","2186-5",155,123881,128.3,108.5,150.7,10.5,125.1,106.2,146.4,10.0
,"Melanoma of the Skin","25010","Hawaii","15","2011","2011","Female","F","Non-Hispanic","2186-5",47,151467,31.2,22.8,41.8,4.7,31.0,22.8,41.3,4.5
,"Melanoma of the Skin","25010","Hawaii","15","2011","2011","Male","M","Non-Hispanic","2186-5",121,129012,98.1,80.9,117.9,9.2,93.8,77.8,112.1,8.5
,"Melanoma of the Skin","25010","Hawaii","15","2012","2012","Female","F","Non-Hispanic","2186-5",55,156702,35.9,26.8,47.0,5.0,35.1,26.4,45.7,4.7
,"Melanoma of the Skin","25010","Hawaii","15","2012","2012","Male","M","Non-Hispanic","2186-5",108,134114,85.0,69.3,103.1,8.4,80.5,66.1,97.2,7.7
,"Melanoma of the Skin","25010","Hawaii","15","2013","2013","Female","F","Non-Hispanic","2186-5",63,162124,40.3,30.8,51.9,5.2,38.9,29.9,49.7,4.9
,"Melanoma of the Skin","25010","Hawaii","15","2013","2013","Male","M","Non-Hispanic","2186-5",132,139158,99.4,82.7,118.4,8.9,94.9,79.4,112.5,8.3
,"Melanoma of the Skin","25010","Hawaii","15","2014","2014","Female","F","Non-Hispanic","2186-5",75,167113,44.8,35.0,56.4,5.3,44.9,35.3,56.3,5.2
,"Melanoma of the Skin","25010","Hawaii","15","2014","2014","Male","M","Non-Hispanic","2186-5",140,144168,100.0,83.6,118.6,8.7,97.1,81.7,114.6,8.2
,"Melanoma of the Skin","25010","Hawaii","15","2015","2015","Female","F","Non-Hispanic","2186-5",73,171913,44.1,34.4,55.6,5.3,42.5,33.3,53.4,5.0
,"Melanoma of the Skin","25010","Hawaii","15","2015","2015","Male","M","Non-Hispanic","2186-5",186,149089,130.0,111.5,150.7,9.8,124.8,107.5,144.0,9.1
,"Melanoma of the Skin","25010","Hawaii","15","2016","2016","Female","F","Non-Hispanic","2186-5",91,176634,50.5,40.5,62.3,5.4,51.5,41.5,63.3,5.4
,"Melanoma of the Skin","25010","Hawaii","15","2016","2016","Male","M","Non-Hispanic","2186-5",204,153865,141.3,122.0,162.7,10.2,132.6,115.0,152.1,9.3
